Frame,Loss
1,3718.84228515625
2,3643.72802734375
3,3603.492919921875
4,3557.32763671875
5,3513.54443359375
6,3458.52392578125
7,3421.672607421875
8,3385.608154296875
9,3349.09765625
10,3311.5947265625
11,3281.720703125
12,3248.438720703125
13,3222.0498046875
14,3190.54296875
15,3166.046875
16,3136.1435546875
17,3108.3251953125
18,3083.6396484375
19,3058.54736328125
20,3040.72705078125
21,3022.8642578125
22,3002.427978515625
23,2982.529296875
24,2964.40478515625
25,2943.177001953125
26,2947.655029296875
27,2921.186279296875
28,2916.354248046875
29,2895.1982421875
30,2880.593994140625
31,2882.260009765625
32,2886.115478515625
33,2871.741943359375
34,2838.9453125
35,2829.80859375
36,2840.2451171875
37,2812.44873046875
38,2791.588134765625
39,2795.14404296875
40,2760.551025390625
41,2759.145751953125
42,2751.972900390625
43,2734.644287109375
44,2736.285400390625
45,2712.100341796875
46,2696.634033203125
47,2685.1533203125
48,2677.456298828125
49,2670.533447265625
50,2650.91943359375
51,2630.6884765625
52,2615.826416015625
53,2600.5185546875
54,2592.220703125
55,2582.375732421875
56,2572.926513671875
57,2561.8916015625
58,2577.17236328125
59,2559.97607421875
60,2559.51171875
61,2560.546630859375
62,2573.1484375
63,2531.953857421875
64,2506.554443359375
65,2510.029052734375
66,2502.451416015625
67,2507.514404296875
68,2543.499267578125
69,2546.35595703125
70,2516.12646484375
71,2537.119873046875
72,2432.734130859375
73,2432.134765625
74,2421.84375
75,2397.103515625
76,2383.810791015625
77,2369.707275390625
78,2363.03564453125
79,2369.690185546875
80,2347.33056640625
81,2334.192138671875
82,2323.200439453125
83,2313.02294921875
84,2332.4404296875
85,2326.57958984375
86,2327.70458984375
87,2317.281005859375
88,2305.20556640625
89,2291.6103515625
90,2281.845703125
91,2275.763427734375
92,2299.70703125
93,2292.8837890625
94,2285.885986328125
95,2281.748291015625
96,2320.80322265625
97,2286.614501953125
98,2274.27197265625
99,2269.00732421875
100,2251.1875
101,2233.016357421875
102,2229.74169921875
103,2268.02783203125
104,2268.89306640625
105,2262.4873046875
106,2241.45361328125
107,2229.43896484375
108,2212.490478515625
109,2201.326416015625
110,2203.29443359375
111,2218.358154296875
112,2220.2158203125
113,2201.523681640625
114,2196.684326171875
115,2189.28271484375
116,2223.918212890625
117,2216.055419921875
118,2196.451171875
119,2190.11474609375
120,2182.588134765625
121,2238.895751953125
122,2228.497314453125
123,2224.729736328125
124,2190.60546875
125,2178.587890625
126,2167.417236328125
127,2153.6513671875
128,2164.767578125
129,2184.9462890625
130,2187.66015625
131,2211.89794921875
132,2170.6064453125
133,2164.5966796875
134,2200.03759765625
135,2145.838134765625
136,2160.744140625
137,2170.627197265625
138,2148.93994140625
139,2169.76904296875
140,2146.6728515625
141,2152.95166015625
142,2138.2138671875
143,2144.826416015625
144,2156.962158203125
145,2142.6484375
146,2136.5654296875
147,2117.257080078125
148,2176.737060546875
149,2151.36865234375
150,2139.646240234375
151,2123.31494140625
152,2116.095703125
153,2106.265869140625
154,2100.731201171875
155,2100.80224609375
156,2128.151123046875
157,2174.717529296875
158,2206.67236328125
159,2150.997314453125
160,2217.361572265625
161,2168.05029296875
162,2179.014892578125
163,2170.552734375
164,2173.638427734375
165,2177.43798828125
