Frame,Loss
1,3993.40380859375
2,3823.7255859375
3,3743.011474609375
4,3663.0380859375
5,3642.730712890625
6,3592.09814453125
7,3573.50927734375
8,3554.3212890625
9,3541.95849609375
10,3519.11181640625
11,3507.525390625
12,3487.554443359375
13,3482.806884765625
14,3483.0224609375
15,3471.788330078125
16,3457.37060546875
17,3433.29248046875
18,3428.576904296875
19,3414.954833984375
20,3403.206298828125
21,3391.481201171875
22,3398.14501953125
23,3395.00537109375
24,3365.922607421875
25,3354.659423828125
26,3343.944091796875
27,3329.0498046875
28,3307.085693359375
29,3292.423828125
30,3326.595947265625
31,3270.507568359375
32,3277.73291015625
33,3264.229736328125
34,3253.049560546875
35,3236.671142578125
36,3224.703369140625
37,3212.8369140625
38,3207.573974609375
39,3189.7548828125
40,3179.933837890625
41,3168.55908203125
42,3159.37744140625
43,3152.610107421875
44,3135.612060546875
45,3123.0
46,3105.173095703125
47,3085.237060546875
48,3076.198974609375
49,3063.766357421875
50,3097.846923828125
51,3068.9619140625
52,3051.232666015625
53,3053.689453125
54,3070.4228515625
55,3089.89111328125
56,3028.224609375
57,3035.8134765625
58,2994.895263671875
59,2996.235107421875
60,2961.7255859375
61,2962.77490234375
62,2939.947021484375
63,2929.992431640625
64,2965.3603515625
65,2931.06298828125
66,2897.103515625
67,2878.8564453125
68,2870.677490234375
69,2881.917236328125
70,2878.031494140625
71,2855.3759765625
72,2838.251220703125
73,2837.646728515625
74,2813.054931640625
75,2809.762451171875
76,2850.847900390625
77,2860.0126953125
78,2859.395751953125
79,2824.654541015625
80,2822.95068359375
81,2801.606201171875
82,2787.580078125
83,2770.423095703125
84,2755.302734375
85,2740.68017578125
86,2723.7900390625
87,2694.73291015625
88,2684.54736328125
89,2674.62353515625
90,2661.13818359375
91,2689.533447265625
92,2667.37060546875
93,2640.07275390625
94,2637.25439453125
95,2622.93359375
96,2627.87451171875
97,2661.54736328125
98,2774.5185546875
99,2681.03173828125
100,2665.40185546875
101,2665.161865234375
102,2669.44140625
103,2670.2802734375
104,2656.1279296875
105,2637.32568359375
106,2610.4091796875
107,2592.36572265625
108,2577.886474609375
109,2551.32177734375
110,2552.49072265625
111,2645.878173828125
112,2914.623779296875
113,2659.0859375
114,2656.19189453125
115,2657.18017578125
116,2666.318115234375
117,2678.18115234375
118,3114.959716796875
119,3123.56298828125
120,3027.875
121,2908.3935546875
122,2884.61181640625
123,2881.50390625
124,2820.822998046875
125,2797.8388671875
126,2762.799072265625
127,2717.423095703125
128,2691.62744140625
129,2697.28076171875
130,2679.4716796875
131,2819.606689453125
132,2894.079833984375
133,2707.954833984375
134,2680.706298828125
135,2727.395263671875
136,2793.484375
137,2656.87255859375
138,2664.12255859375
139,2637.267333984375
140,2607.576171875
141,2570.58837890625
142,2583.154541015625
143,2555.6484375
144,2523.018798828125
145,2547.455810546875
146,2526.3095703125
147,2508.63330078125
148,2471.87646484375
149,2455.39599609375
150,2438.4921875
151,2423.757568359375
152,2438.766845703125
153,2499.41455078125
154,2456.56591796875
155,2425.069580078125
156,2416.10888671875
157,2413.46826171875
158,2407.452880859375
159,2380.68505859375
160,2361.339111328125
161,2358.234619140625
162,2333.968017578125
163,2324.095947265625
164,2317.601806640625
165,2300.50537109375
166,2285.906982421875
167,2778.93115234375
168,2590.301025390625
169,2522.058837890625
170,2482.902099609375
171,2468.583740234375
172,2448.77880859375
173,2438.282958984375
174,2404.7421875
175,2368.164794921875
176,2366.326416015625
177,2339.97998046875
178,2350.755859375
179,2368.974609375
180,2330.581787109375
181,2313.38134765625
182,2314.744873046875
183,2301.771728515625
184,2533.8388671875
185,2568.3310546875
186,2659.193603515625
187,2675.734130859375
188,2690.571044921875
189,2875.87158203125
190,2790.363525390625
191,2748.430908203125
192,2780.19091796875
193,2814.48486328125
194,2819.70849609375
195,2870.28369140625
196,2984.45361328125
197,2890.4951171875
198,2867.572998046875
199,2832.783447265625
200,2772.816162109375
201,2730.556640625
202,3144.14404296875
203,2868.446533203125
204,2885.4345703125
205,2849.65478515625
206,2767.5986328125
207,2767.80224609375
208,2703.763916015625
209,2677.34521484375
210,2660.19189453125
211,2642.73291015625
212,2626.724365234375
213,2616.298583984375
214,2606.39892578125
